Perfil,Algoritmo,Semilla,Pasos,Distancia_km,Area_Covered_km2,Likelihood_Score,Acierto_Informada,Acierto_Ciega
demencia,ACO,48,1000,12.095920625607912,0.16616352098603704,0.0726740933949991,7.8,1.4000000000000001
demencia,ACO,49,1000,12.207758287448652,0.13891346654046408,0.06769778804889788,6.9,0.8
demencia,ACO,5,1000,11.888813844421357,0.1999757118360665,0.09274081387138737,8.9,1.6
demencia,ACO,6,1000,12.03793072687567,0.14198017680537064,0.07023761893745174,7.000000000000001,1.0999999999999999
demencia,ACO,7,1000,12.075209947489258,0.18229087735736854,0.08547250676984956,9.5,1.0
demencia,ACO,8,1000,12.017220048757014,0.2263082056408548,0.07365698044793398,7.7,1.7000000000000002
demencia,ACO,9,1000,12.071067811865525,0.2499819454050526,0.09316044774619181,9.2,1.6
demencia,ABC,0,712,8.6235952314143,0.13044368379572593,0.058503276204836564,6.1,1.3
demencia,ABC,1,1000,12.025504320004485,0.16577280634779998,0.07644733208282808,8.4,0.8999999999999999
demencia,ABC,10,1000,12.04207286249941,0.1743991433731664,0.07299011835907508,7.1,0.8999999999999999
demencia,ABC,11,1000,12.18290547370627,0.19011125319026356,0.06831047841142783,6.9,1.5
demencia,ABC,12,1000,12.182905473706267,0.15757569681666872,0.07111198397820162,7.000000000000001,1.3
demencia,ABC,13,1000,12.129057710597769,0.25010191853114416,0.07389721175785856,7.9,1.7000000000000002
demencia,ABC,14,388,4.700142853498734,0.09523692197898805,0.046959229997386415,5.6000000000000005,0.6
demencia,ABC,15,1000,12.133199846221485,0.19286591792516153,0.08298608429699121,8.5,1.4000000000000001
demencia,ABC,16,1000,12.08349421873673,0.1874881037949746,0.08793117488545582,8.7,1.4000000000000001
demencia,ABC,17,1000,12.124915574974024,0.17798528506332092,0.08202443891559554,8.4,1.5
demencia,ABC,18,809,9.796559876977147,0.1533168242845926,0.07044597145677388,7.3999999999999995,1.3
demencia,ABC,19,1000,12.08763635436045,0.18748688644762163,0.07608240502019616,8.200000000000001,1.0
demencia,ABC,2,1000,12.145626253092681,0.17600371390192815,0.08136010367967922,7.8,1.3
